"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"52",518586,"Culberson, Charlie","52","100.0","0.250","0.125","0.286","0.375","0.347","0.444","0.317","2","8","92.6","28.1","2386","88.0","86.30","0","20","32","-1.7","5.04","117","153","112","150","307","328","298"
"52",573009,"Mantiply, Joe","52","100.0","0.250","0.417","0.222","0.667","0.408","0.344","0.221","3","12","90.3","-5.6","2234","84.5","84.18","4","28","24","-0.3","6.08","121","156","113","154","287","310","278"
"48",595928,"Curtiss, John","48","100.0","0.222","0.111","0.250","0.333","0.346","0.395","0.206","2","9","87.3","14.1","2435","88.7","87.73","5","19","29","-1.0","5.78","104","152","115","142","299","330","299"
"46",621078,"Lail, Brady","46","100.0","0.222","0.333","0.167","0.556","0.350","0.371","0.304","2","9","84.2","2.6","2218","89.2","88.69","6","23","23","-0.5","5.86","120","154","121","155","285","313","282"
"46",608328,"De Jong, Chase","46","100.0","0.500","0.500","0.400","1.000","0.639","0.595","0.445","3","6","88.7","32.5","2295","87.3","85.37","2","20","26","-1.9","5.40","113","148","123","148","289","320","303"
"45",620982,"Pinto, Ricardo","45","100.0","0.364","0.364","0.300","0.727","0.483","0.451","0.352","4","11","80.4","3.4","1906","91.9","91.15","4","24","21","-0.8","5.87","111","158","120","153","290","322","301"
"45",431145,"Martin, Russell","45","100.0","0.154","0.077","0.182","0.231","0.160","0.194","0.183","2","13","91.0","19.4","2200","85.1","83.57","6","26","19","-1.5","5.27","118","162","118","148","306","321","299"
"45",458584,"Cedeño, Xavier","45","100.0","0.400","0.200","0.444","0.600","0.463","0.336","0.246","4","10","85.8","15.7","2367","84.0","82.92","3","20","25","-1.1","5.33","112","151","106","148","292","319","298"
"44",572008,"Owings, Chris","44","100.0","0.545","0.636","0.444","1.182","0.700","0.620","0.463","6","11","95.7","26.4","1709","67.8","65.30","1","23","21","-2.5","5.45","123","152","131","147","317","340","325"
"43",541650,"Pérez, Hernán","43","100.0","0.222","0.333","0.143","0.556","0.381","0.425","0.292","2","9","91.4","26.9","1648","68.8","63.38","3","17","26","-5.4","4.45","107","155","126","148","312","320","295"
"42",592741,"Shreve, Chasen","42","100.0","0.250","0.250","0.333","0.500","0.384","0.405","0.313","2","8","85.2","26.8","2011","87.9","87.85","2","19","23","0.0","6.09","114","150","113","148","296","315","299"
"42",608596,"Murphy, Tom","42","100.0","0.125","0.125","0.125","0.250","0.173","0.311","0.236","1","8","95.6","22.5","2186","86.9","86.24","9","26","16","-0.7","5.70","114","158","127","147","289","325","293"
"42",645801,"Ford, Mike","42","100.0","0.500","0.583","0.444","1.083","0.642","0.416","0.341","6","12","91.4","25.0","1577","77.9","75.95","2","18","24","-1.9","4.87","116","159","137","149","294","311","278"
"42",642083,"Slegers, Aaron","42","100.0","0.273","0.273","0.200","0.545","0.366","0.423","0.335","3","11","86.6","22.1","1987","87.9","89.02","2","25","17","1.1","6.86","102","153","116","147","307","321","298"
"41",541640,"Ramírez, Erasmo","41","100.0","0.333","0.583","0.222","0.917","0.527","0.542","0.368","4","12","91.5","6.5","2133","87.2","87.24","4","18","23","0.0","6.37","112","147","116","152","299","325","276"
"41",650633,"King, Michael","41","100.0","0.222","0.000","0.250","0.222","0.193","0.114","0.124","2","9","81.3","18.9","2227","88.7","88.52","1","18","23","-0.2","6.13","110","147","125","148","294","320","287"
"40",592705,"Rumbelow, Nick","40","100.0","0.375","0.750","0.250","1.125","0.604","0.374","0.240","3","8","98.6","14.8","2013","88.5","88.99","2","14","26","0.5","6.43","106","155","113","145","305","325","298"
"40",518693,"Freeman, Sam","40","100.0","0.333","0.333","0.250","0.667","0.460","0.577","0.463","3","9","90.3","6.3","2154","87.3","86.44","0","19","21","-0.9","5.65","104","148","107","141","297","312","294"
"39",621368,"Hearn, Taylor","39","100.0","0.750","0.250","0.750","1.000","0.715","0.529","0.359","3","4","92.3","13.8","2107","88.3","88.24","1","12","27","-0.1","6.16","104","147","112","146","294","307","300"
"35",664238,"Moore, Dylan","35","100.0","0.625","0.000","0.625","0.625","0.573","0.490","0.446","5","8","98.0","15.8","1579","70.5","68.10","0","16","19","-2.4","4.35","115","146","122","143","289","325","289"
"33",660546,"Díaz, Yennsy","33","100.0","0.333","0.000","0.333","0.333","0.519","0.508","0.275","1","3","96.8","11.7","2098","93.7","92.77","3","12","21","-0.9","5.65","108","159","120","149","308","329","300"
"33",571912,"Maile, Luke","33","100.0","0.143","0.000","0.250","0.143","0.199","0.143","0.061","1","7","86.1","21.5","2091","71.6","70.14","3","11","22","-1.5","5.58","115","152","129","148","316","331","301"
"32",650738,"Rosa, Adonis","32","100.0","0.143","0.429","0.000","0.571","0.277","0.340","0.211","1","7","92.7","13.0","2328","87.0","86.72","5","16","16","-0.3","5.92","114","154","124","153","287","324","280"
"31",591741,"Osuna, José","31","100.0","0.333","0.333","0.250","0.667","0.409","0.426","0.357","3","9","92.2","1.9","1927","87.7","87.31","1","15","16","-0.4","5.91","124","149","131","149","313","332","298"
"30",605170,"Caratini, Victor","30","100.0","0.250","0.375","0.143","0.625","0.389","0.395","0.323","2","8","89.5","11.6","1638","66.6","63.89","1","13","17","-2.7","4.03","116","153","122","151","305","329","302"
"29",660896,"Alcala, Jorge","29","100.0","0.167","0.000","0.200","0.167","0.223","0.307","0.258","1","6","87.2","37.6","2342","91.2","90.79","5","14","15","-0.4","5.87","104","147","114","144","298","326","291"
"29",657117,"Williams, Austen","29","100.0","0.833","1.333","1.000","2.167","1.125","0.641","0.439","5","6","94.7","9.8","2088","85.0","83.91","5","15","14","-1.1","5.70","116","149","111","148","298","306","301"
"29",630263,"Bourque, James","29","100.0","0.750","0.500","0.750","1.250","0.781","0.589","0.416","3","4","102.1","-3.5","2396","93.5","92.82","0","8","21","-0.7","5.74","117","151","118","148","322","316","298"
"28",620446,"Ureña, Richard","28","100.0","0.571","0.571","0.500","1.143","0.698","0.415","0.357","4","7","84.8","4.4","2002","82.9","80.93","1","12","16","-2.0","4.77","119","152","127","150","299","324","307"
"28",664034,"France, Ty","28","100.0","0.250","0.375","0.143","0.625","0.351","0.482","0.308","2","8","91.9","16.0","1883","79.0","77.46","1","12","16","-1.5","5.41","118","153","126","148","301","319","296"
"28",641525,"Dixon, Brandon","28","100.0","0.143","0.429","0.000","0.571","0.375","0.463","0.280","1","7","89.8","21.2","1335","63.5","61.30","0","11","17","-2.2","4.54","115","150","131","149","297","341","293"
"27",425772,"Mathis, Jeff","27","100.0","0.333","0.333","0.286","0.667","0.409","0.389","0.325","3","9","90.8","19.9","1749","75.5","73.22","4","18","9","-2.3","4.57","109","149","115","147","293","314","300"
"27",594902,"Lively, Ben","27","100.0","0.500","0.500","0.500","1.000","0.613","0.609","0.454","3","6","88.0","13.6","2022","84.4","84.58","3","10","17","0.2","6.36","114","160","116","144","289","322","303"
"27",435079,"Kinsler, Ian","27","100.0","0.333","0.000","0.333","0.333","0.495","0.654","0.662","1","3","87.5","10.7","2001","80.0","77.70","0","10","17","-2.3","4.86","118","155","117","149","297","320","302"
"25",488671,"Avila, Alex","25","100.0","0.286","0.000","0.333","0.286","0.304","0.240","0.160","2","7","82.2","2.3","1825","73.5","71.53","1","9","16","-2.0","4.70","120","154","142","154","301","327","303"
"25",501817,"Barnette, Tony","25","100.0","0.400","0.600","0.250","1.000","0.562","0.378","0.271","2","5","91.4","36.6","2416","89.3","89.64","0","7","18","0.3","6.31","101","152","116","152","298","321","302"
"25",543734,"Rusin, Chris","25","100.0","0.714","0.714","0.571","1.429","0.756","0.674","0.557","5","7","88.8","18.1","2169","87.5","86.39","2","13","12","-1.1","5.28","117","149","120","145","312","343","314"
"25",467827,"Parra, Gerardo","25","100.0","1.000","0.000","1.000","1.000","0.726","0.646","0.520","1","1","88.4","9.0","2263","89.0","86.86","3","5","20","-2.1","4.99","118","143","119","143","298","309","295"
"23",502273,"Freeman, Mike","23","100.0","0.250","0.500","0.143","0.750","0.395","0.309","0.228","2","8","84.1","9.6","1569","62.9","60.73","1","11","12","-2.2","4.41","116","163","134","152","304","326","303"
"23",600858,"Arteaga, Humberto","23","100.0","0.286","0.429","0.167","0.714","0.437","0.578","0.380","2","7","93.3","20.4","1818","77.2","74.33","0","11","12","-2.9","4.22","121","148","136","146","325","346","330"
"22",448801,"Davis, Chris","22","100.0","0.400","0.800","0.333","1.200","0.631","0.717","0.490","2","5","99.3","13.0","2086","82.8","81.58","1","15","7","-1.2","5.44","126","148","145","150","303","327","296"
"21",434778,"Morales, Kendrys","21","100.0","0.333","0.000","0.250","0.333","0.424","0.470","0.415","1","3","89.9","28.8","2170","82.3","81.86","1","9","12","-0.4","5.81","115","149","132","150","299","324","294"
"21",519222,"Romine, Austin","21","100.0","0.571","1.000","0.400","1.571","0.852","0.578","0.450","4","7","98.0","24.0","2009","74.4","73.88","0","12","9","-0.5","5.87","117","164","131","151","275","329","301"
"21",594951,"O'Rourke, Ryan","21","100.0","0.000","0.000","0.000","0.000","0.345","0.393","0.091","0","3","84.0","59.0","2231","85.4","84.62","0","4","17","-0.8","5.72","118","145","111","146","301","323","299"
"21",448602,"Reynolds, Mark","21","100.0","0.400","0.000","0.400","0.400","0.450","0.292","0.124","2","5","94.1","16.4","2130","78.2","76.94","0","7","14","-1.3","4.97","124","146","119","145","304","343","315"
"21",501303,"Adrianza, Ehire","21","100.0","0.625","0.500","0.714","1.125","0.713","0.637","0.508","5","8","94.8","15.3","1772","68.5","66.15","2","10","11","-2.3","4.40","117","163","135","149","296","337","300"
"20",593643,"Alberto, Hanser","20","100.0","0.250","0.750","0.000","1.000","0.577","0.617","0.322","1","4","92.9","21.5","1453","71.0","69.15","0","7","13","-1.8","4.79","110","148","121","144","303","332","299"
"19",571437,"Altherr, Aaron","19","100.0","0.400","0.200","0.667","0.600","0.417","0.303","0.296","2","5","95.5","9.7","2256","86.9","86.57","4","10","9","-0.3","6.26","118","154","124","151","301","322","297"
"19",450314,"Zobrist, Ben","19","100.0","0.000","0.000","0.000","0.000","0.276","0.338","0.087","0","3","87.0","40.5","2039","76.1","74.71","1","7","12","-1.4","5.34","113","148","119","149","324","341","307"
"19",608700,"Plawecki, Kevin","19","100.0","0.000","0.000","0.000","0.000","0.000","0.270","0.277","0","6","90.8","9.0","1945","76.8","75.23","1","11","8","-1.6","5.21","115","154","126","150","294","315","286"
"17",500610,"Guerra, Deolis","17","100.0","0.800","0.600","0.600","1.400","0.758","0.528","0.575","4","5","86.2","22.5","1980","87.0","88.48","3","14","3","1.5","7.02","115","164","120","149","305","316","292"
"17",595939,"Ellis, Chris","17","100.0","0.250","0.000","0.250","0.250","0.312","0.407","0.360","1","4","88.5","22.3","2311","85.9","85.66","0","6","11","-0.2","6.02","115","161","137","131","308","336","317"
"17",620454,"Castillo, José","17","100.0","0.000","0.000",,"0.000","0.352","0.352",,"0","2",,,"2270","91.1","91.11","2","5","12","0.0","6.31","118","152","120","147","296","327","308"
"16",605361,"Martini, Nick","16","100.0","0.000","0.000","0.000","0.000","0.276","0.309","0.060","0","3","65.8","35.5","1490","68.2","66.14","1","3","13","-2.1","4.81","116","146","117","151","282","333","301"
"16",572821,"Dozier, Brian","16","100.0","0.400","0.800","0.250","1.200","0.631","0.336","0.188","2","5","88.2","38.8","1764","68.9","62.39","0","7","9","-6.5","4.41","122","154","128","149","294","316","300"
"15",592836,"Walker, Taijuan","15","100.0","0.250","0.250","0.333","0.500","0.304","0.324","0.263","1","4","92.5","19.3","2067","91.6","90.87","2","10","5","-0.7","5.77","118","153","119","153","305","319","306"
"15",606299,"Peraza, José","15","100.0","0.250","0.000","0.250","0.250","0.217","0.308","0.285","1","4","87.9","29.3","1879","77.9","75.61","0","8","7","-2.3","4.69","115","148","124","142","282","319","293"
"15",602922,"Rondón, José","15","100.0","0.400","0.000","0.400","0.400","0.348","0.150","0.164","2","5","93.2","11.0","1171","55.5","14.39","0","5","10","-41.1","5.13","108","148","114","146","294","327","311"
"15",435622,"Desmond, Ian","15","100.0","0.250","0.250","0.250","0.500","0.304","0.287","0.300","1","4","79.3","30.3","2129","85.1","83.46","1","8","7","-1.6","5.19","118","157","124","148","303","314","304"
"14",606478,"Araújo, Pedro","14","100.0","0.667","1.000","0.500","1.667","0.875","0.729","0.554","2","3","100.7","-1.0","2193","88.8","88.46","0","4","10","-0.3","6.06","100","163","129","146","303","341","308"
"14",518614,"Descalso, Daniel","14","100.0","0.400","0.800","0.250","1.200","0.631","0.551","0.388","2","5","89.3","26.4","1985","77.3","76.71","0","9","5","-0.6","5.66","126","152","125","152","316","338","297"
"14",456488,"Núñez, Eduardo","14","100.0","0.250","0.750","0.000","1.000","0.485","0.436","0.328","1","4","97.5","24.3","1913","75.1","73.08","1","6","8","-2.0","4.91","121","165","134","154","294","330","308"
"13",607755,"Vasquez, Andrew","13","100.0",,,,,"0.700","0.700",,"0","0",,,"2208","81.5","79.02","0","1","12","-2.5","5.27","118","153","111","150","291","321","302"
"13",543148,"Federowicz, Tim","13","100.0","0.500","0.500","0.400","1.000","0.613","0.422","0.342","3","6","88.0","33.0","1447","63.6","47.00","0","7","6","-16.6","4.36","112","159","124","148","304","314","304"
"13",543776,"Shuck, JB","13","100.0","0.250","0.000","0.250","0.250","0.312","0.380","0.188","1","4","85.0","-4.5","2251","89.6","89.45","0","5","8","-0.2","6.32","110","152","116","145","300","312","289"
"12",571657,"Farmer, Kyle","12","100.0","0.200","0.000","0.200","0.200","0.174",,,"1","5",,,,,"0.00","2","7","5",,,"131","172","130","151","283","307","299"
"12",607223,"Reed, AJ","12","100.0","0.000","0.000","0.000","0.000","0.000","0.142","0.124","0","3","84.3","26.3","1895","83.2","81.98","1","6","6","-1.2","5.21","113","153","122","150","301","331","301"
"12",543089,"Davis, Taylor","12","100.0","0.500","0.000","0.500","0.500","0.435","0.023","0.019","3","6","77.0","-1.0","1614","59.6","28.75","0","9","3","-30.8","4.35","121","154","119","151","286","324","298"
"11",446481,"Rodríguez, Sean","11","100.0","0.000","0.000","0.000","0.000","0.000","0.168","0.163","0","4","97.8","25.3","2114","84.8","84.22","2","6","5","-0.6","5.60","118","156","129","149","317","331","296"
"11",543677,"Ramsey, Matt","11","100.0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0","3","88.5","47.5","2340","86.1","83.90","1","4","7","-2.2","5.01","113","149","117","151","301","312","295"
"10",622783,"Báez, Sandy","10","100.0","0.400","0.200","0.400","0.600","0.417","0.194","0.192","2","5","79.2","14.8","1886","88.1","86.72","1","6","4","-1.4","5.62","107","148","122","150","300","343","285"
"10",467055,"Sandoval, Pablo","10","100.0","0.000","0.000","0.000","0.000","0.240","0.360","0.173","0","2","87.5","13.0","2007","78.9","78.34","0","6","4","-0.6","5.90","111","141","125","140","297","316","289"
"9",491696,"Sucre, Jesús","9","100.0","0.000","0.000","0.000","0.000","0.000","0.072","0.067","0","3","88.7","6.7","1590","63.2","60.86","0","5","4","-2.3","4.44","123","152","131","150","298","328","305"
"9",543376,"Joseph, Caleb","9","100.0","0.000","0.000","0.000","0.000","0.000","0.163","0.180","0","4","98.2","12.7","1530","65.4","49.83","0","5","4","-15.6","5.13","118","155","129","151","310","332","314"
"8",476454,"Betances, Dellin","8","100.0","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"2491","90.4","90.55","0","1","7","0.2","6.30","118","151","128","149","297","312","290"
"7",607732,"Stallings, Jacob","7","100.0","0.000","0.000","0.000","0.000","0.000","0.080","0.082","0","3","82.5","37.3","2050","77.6","76.21","1","5","2","-1.4","5.30","121","165","140","151","309","328","306"
"7",621002,"Robertson, Daniel","7","100.0","0.333","0.000","0.333","0.333","0.290","0.438","0.438","1","3","100.1","-2.0","1786","79.0","76.94","0","4","3","-2.1","4.93","115","150","120","147","316","329","286"
"5",545358,"Stassi, Max","5","100.0","0.000","0.000","0.000","0.000","0.000","0.336","0.326","0","1","103.8","-5.0","1889","76.0","73.74","0","2","3","-2.3","4.82","126","143","140","149","301","318","297"
"4",576397,"Gyorko, Jedd","4","100.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1705","75.5","73.85","2","3","1","-1.6","5.00","112","154","114","148","309","331","301"
